complaint,category
"मुझे मेरे मकान मालिक द्वारा ब्लैकमेल किया जा रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल की कोशिशें 22 जून को स्नैपचैट पर संदेशों के जरिए शुरू हुईं। वे रुपये मांग रहे हैं. 8,000 ऐसा न करने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल
"मैं नासिक रोड में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूं। 15 जुलाई के बाद से, अज्ञात व्यक्ति अजीब समय पर परित्यक्त इमारत के पास इकट्ठा हो रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।",अन्य
"मैं शिवाजी नगर में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या कुछ दिनों से बिना किसी मरम्मत कार्य के बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"मैं रिपोर्ट करना चाहती हूं कि इंस्टाग्राम के जरिए मुझे ऑनलाइन परेशान किया जा रहा है। एक अज्ञात यूजर 2 अगस्त से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं रिपोर्ट करना चाहता हूं कि मुझे कल्याण में मेरे जीजाजी से गंभीर धमकियां मिली हैं। पिछले दो सप्ताह से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
"यह दादर इलाके में मेरी पत्नी के हैंडबैग से जुड़ी चोरी की घटना की रिपोर्ट करने के लिए है। यह आधी रात के आसपास हुआ, जब मैं थोड़ी देर के लिए वहां से हट गया था। वापस लौटने पर मुझे पता चला कि मेरा सामान कोई अज्ञात व्यक्ति ले गया है। अनुमानित नुकसान लगभग रु. 20,000, जो मेरे लिए एक महत्वपूर्ण राशि है। आसपास कुछ लोग भी थे, लेकिन किसी को चोरी होने का पता नहीं चला। मैंने आस-पास की दुकानों और निवासियों से जांच की है, लेकिन अभी तक कोई सुराग नहीं मिला है। मेरा अनुरोध है कि जल्द से जल्द मामला दर्ज किया जाए और जांच की जाए।' मैं जांच प्रक्रिया में पूरा सहयोग करने को तैयार हूं।'",चोरी
मैं औंध में अपने कार्यस्थल पर एक वरिष्ठ द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहती हूं। पिछले दो सप्ताह से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। शाम की सैर के दौरान मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा है। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।,स्टॉकिंग
"किसी अज्ञात फ़ोन नंबर पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न कुछ दिन पहले शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
मैं बानेर में हुई छेड़छाड़ की एक घटना की रिपोर्ट करना चाहता हूं। कल शाम जब मैं पैदल जा रही थी तो बस स्टॉप पर एक आदमी ने मुझ पर अश्लील टिप्पणियाँ कीं। उन्होंने सीटियां भी बजाईं और मेरे और मेरे दोस्त की ओर अनुचित इशारे भी किए। जब मैंने उन्हें नज़रअंदाज कर दूर जाने की कोशिश की तो उन्होंने कुछ दूर तक पीछा किया। इस तरह के व्यवहार से मुझे अकेले यात्रा करते समय असुरक्षित महसूस होने लगा है। क्षेत्र की अन्य महिलाओं को भी उसी स्थान पर इसी तरह के उत्पीड़न का सामना करना पड़ा है। मैं ऐसी घटनाओं को रोकने के लिए इस क्षेत्र में पुलिस गश्त बढ़ाने का अनुरोध करता हूं। यदि लाइन-अप या सीसीटीवी समीक्षा की व्यवस्था की जाती है तो मैं व्यक्तियों की पहचान करने के लिए तैयार हूं।,ईव टीज़िंग
"मैं हडपसर में अपने सहकर्मी द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहती हूं। 18 तारीख के बाद से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। आधी रात के आसपास, मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।",स्टॉकिंग
"मैं कल्याण में रहने वाले अपने पूर्व प्रेमी द्वारा मुझे दी गई धमकियों के संबंध में शिकायत दर्ज करा रही हूं। इस महीने की 3 तारीख को हमारे बीच एक मामूली विवाद के बाद धमकियां मिलनी शुरू हुईं। उन्होंने मुझे बोलने पर हमला करने और मेरी संपत्ति को नुकसान पहुंचाने की धमकी दी है। इससे मेरे और मेरे परिवार के सदस्यों में काफी डर और चिंता पैदा हो गई है। मैंने किसी भी टकराव से परहेज किया है, लेकिन धमकियां इसकी परवाह किए बिना जारी हैं। इलाके के पड़ोसियों को भी तनाव की जानकारी है और वे इसकी पुष्टि कर सकते हैं. मेरा अनुरोध है कि मेरी सुरक्षा सुनिश्चित करने के लिए उचित कानूनी कार्रवाई की जाए। धमकियों की गंभीर प्रकृति को देखते हुए कृपया इस मामले पर तत्परता से विचार करें।",धमकी
"मैं रिपोर्ट करना चाहता हूं कि मेरे कार्यस्थल पर एक वरिष्ठ डेटिंग ऐप का उपयोग करके मुझे ब्लैकमेल कर रहा है। 18 तारीख को इस शख्स ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है. वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 2,50,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल
"फेसबुक पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न कुछ दिन पहले शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"मुझे मेरे पति द्वारा ब्लैकमेल किया जा रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल की कोशिशें 2 अगस्त को फेसबुक पर संदेशों के जरिए शुरू हुईं। वे रुपये मांग रहे हैं. 8,000 ऐसा न करने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल
"फेसबुक पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न 2 अगस्त को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"यह नागपुर शहर के इलाके में मेरे दोपहिया वाहन से जुड़ी चोरी की घटना की रिपोर्ट करने के लिए है। यह तब हुआ जब मैं बाजार से वापस आ रहा था, जब मैं थोड़ी देर के लिए वहां से हट गया था। वापस लौटने पर मुझे पता चला कि मेरा सामान कोई अज्ञात व्यक्ति ले गया है। अनुमानित नुकसान लगभग रु. 2,50,000, जो मेरे लिए एक महत्वपूर्ण राशि है। आसपास कुछ लोग भी थे, लेकिन किसी को चोरी होने का पता नहीं चला। मैंने आस-पास की दुकानों और निवासियों से जांच की है, लेकिन अभी तक कोई सुराग नहीं मिला है। मेरा अनुरोध है कि जल्द से जल्द मामला दर्ज किया जाए और जांच की जाए।' मैं जांच प्रक्रिया में पूरा सहयोग करने को तैयार हूं।'",चोरी
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने पति के खिलाफ यह शिकायत दर्ज करा रही हूं। पिछले महीने की 10 तारीख से मुझे शारीरिक उत्पीड़न और उत्पीड़न का शिकार होना पड़ रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"मैं कैंप क्षेत्र में पास के एक दुकानदार द्वारा लगातार किए जा रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह इस महीने की 3 तारीख को शुरू हुआ और तब से बंद नहीं हुआ है। पास का एक दुकानदार दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। पिछले हफ्ते इस शख्स ने मेरे घर के पास फिर मेरे साथ बदतमीजी की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं रिपोर्ट करना चाहती हूं कि इंस्टाग्राम के जरिए मुझे ऑनलाइन परेशान किया जा रहा है। एक अज्ञात उपयोगकर्ता इस महीने की 3 तारीख से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं ठाणे में शोर और उपद्रव के संबंध में एक सामान्य सुरक्षा शिकायत दर्ज करना चाहता हूं। पिछले एक महीने से, पास का एक प्रतिष्ठान अनुमत समय से अधिक जोर-शोर से काम कर रहा है। इससे आस-पड़ोस की शांति भंग हो गई है, विशेषकर बुजुर्ग निवासियों और बच्चों के लिए। मालिकों से शोर कम करने के बार-बार अनुरोध को नजरअंदाज कर दिया गया है। सप्ताहांत पर स्थिति और भी गंभीर हो जाती है जब अशांति देर रात तक जारी रहती है। इस मुद्दे को स्थानीय अधिकारियों के सामने उठाने के लिए कई पड़ोसी एकजुट हुए हैं। मैं यह सुनिश्चित करने के लिए आवश्यक कार्रवाई का अनुरोध करता हूं कि शोर के स्तर को नियंत्रण में लाया जाए। कृपया निवासियों की भलाई के लिए इस मामले पर जल्द से जल्द ध्यान दें।",अन्य
"एक व्यक्ति, जिसकी पहचान मेरे पूर्व-साथी के रूप में की गई है, 2 अगस्त से मेरा पीछा कर रहा है। मेरी शाम की सैर के दौरान वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग
"मैं रिपोर्ट करना चाहता हूं कि मेरा पूर्व साथी एक डेटिंग ऐप का उपयोग करके मुझे ब्लैकमेल कर रहा है। 2 अगस्त से इस व्यक्ति ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है। वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 35,000 रु. मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल
"मैं कोथरुड में अपने पूर्व साथी से लगातार हो रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह 22 जून को शुरू हुआ और तब से बंद नहीं हुआ है। मेरा पूर्व-साथी दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। शाम की सैर के दौरान मेरे घर के पास इस शख्स ने फिर मेरे साथ बदसलूकी की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं दादर में अपने पूर्व पति से लगातार मिल रहे उत्पीड़न के बारे में रिपोर्ट करना चाहती हूं। यह इस महीने की 3 तारीख को शुरू हुआ और तब से बंद नहीं हुआ है। मेरे पूर्व पति दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करते रहते हैं। शाम की सैर के दौरान मेरे घर के पास इस शख्स ने फिर मेरे साथ बदसलूकी की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं कैंप क्षेत्र में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं, जिससे सुरक्षा संबंधी समस्याएं हो रही हैं। बिना किसी मरम्मत कार्य के यह समस्या 2 अगस्त से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"मैं नागपुर शहर में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। बिना किसी मरम्मत कार्य के यह समस्या 15 जुलाई से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"एक व्यक्ति, जिसकी पहचान मेरे जीजा के रूप में हुई है, पिछले महीने की 10 तारीख से मेरा पीछा कर रहा है। लगभग आधी रात को वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग
"मैं बोरीवली में रहने वाले एक अज्ञात व्यक्ति द्वारा मुझे दी गई धमकियों के संबंध में शिकायत दर्ज करा रहा हूं। धमकियां 15 जुलाई को हमारे बीच मामूली विवाद के बाद शुरू हुईं। उन्होंने मुझे बोलने पर हमला करने और मेरी संपत्ति को नुकसान पहुंचाने की धमकी दी है। इससे मेरे और मेरे परिवार के सदस्यों में काफी डर और चिंता पैदा हो गई है। मैंने किसी भी टकराव से परहेज किया है, लेकिन धमकियां इसकी परवाह किए बिना जारी हैं। इलाके के पड़ोसियों को भी तनाव की जानकारी है और वे इसकी पुष्टि कर सकते हैं. मेरा अनुरोध है कि मेरी सुरक्षा सुनिश्चित करने के लिए उचित कानूनी कार्रवाई की जाए। धमकियों की गंभीर प्रकृति को देखते हुए कृपया इस मामले पर तत्परता से विचार करें।",धमकी
