"मुझे मेरा पूर्व-प्रेमी ब्लैकमेल कर रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल की कोशिशें 18 तारीख को एक अज्ञात फोन नंबर पर संदेशों के जरिए शुरू हुईं। वे रुपये मांग रहे हैं. 2,50,000 न देने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल,पूर्व प्रेमी ब्लैकमेल रहना जो बारे निजी जानकारी उजागर धमकी देना रहना । ब्लैकमेल कोशिश तारीख अज्ञात फोन नंबर संदेश जरिये शुरू होना । रुपया मांगना रहना न देना सार्वजनिक रूप बदनाम धमकी देना । अब कोई मांग नहीं मानना । लगातार मिलना रहना धमकी मानसिक दबाव असहनीय होना जाना रहना । मामला जुडना सभी मैसेज कॉल रिकॉर्ड रखना ब्लैकमेल रोकना गोपनीयता रक्षा तत्काल कार्रवाई अनुरोध । कृपया सलाह देना कि व्यक्ति खिलाफ क्या कानूनी कदम उठाना सकना ।
"मैं दादर बस स्टॉप के पास हुई एक छेड़छाड़ की घटना की रिपोर्ट कर रहा हूं। आज सुबह करीब 8 बजे लड़कों का एक ग्रुप मुझे छेड़ने लगा और भद्दे कमेंट करने लगा. उन्होंने मेरी अनुमति के बिना मेरी तस्वीरें खींचने की भी कोशिश की. मैंने उनका विरोध किया, लेकिन उन्होंने इसे हंसी में उड़ा दिया और अपना व्यवहार जारी रखा। यह पहली बार नहीं है जब इस स्थान पर ऐसी घटनाएं हुई हैं। इसी ग्रुप के बारे में कई अन्य लड़कियों ने अनौपचारिक रूप से शिकायत की है. मैं महिलाओं की सुरक्षा सुनिश्चित करने के लिए सख्त कार्रवाई और नियमित पुलिस उपस्थिति का अनुरोध करता हूं। यदि व्यक्तियों का पता लगाया जाता है तो मैं पहचान में सहायता करने को तैयार हूं।",ईव टीज़िंग,दादर बस स्टॉप पास होना छेडछाड घटना रिपोर्ट रहना । आज सुबह करीब बजे लड़का ग्रुप छेडना लगाना भद्दा कमेंट लगाना अनुमति बिना तस्वीर खींचना कोशिश विरोध लेकिन हँसी उड़ाना देना अपना व्यवहार जारी रखना । पहला बार नहीं जब स्थान ऐसा घटना होना । ग्रुप बारे कई अन्य लड़की ने अनौपचारिक रूप शिकायत महिला सुरक्षा सुनिश्चित सख्त कार्रवाई नियमित पुलिस उपस्थिति अनुरोध । यदि व्यक्ति पता लगाना जाना पहचान सहायता तैयार ।
"मैं अंधेरी बस स्टॉप के पास हुई एक छेड़छाड़ की घटना की रिपोर्ट कर रहा हूं। जब मैं काम से लौट रही थी तो एक अनजान आदमी ने मुझे छेड़ना शुरू कर दिया और भद्दे कमेंट करने लगा। उन्होंने मेरी अनुमति के बिना मेरी तस्वीरें खींचने की भी कोशिश की. मैंने उनका विरोध किया, लेकिन उन्होंने इसे हंसी में उड़ा दिया और अपना व्यवहार जारी रखा। यह पहली बार नहीं है जब इस स्थान पर ऐसी घटनाएं हुई हैं। इसी ग्रुप के बारे में कई अन्य लड़कियों ने अनौपचारिक रूप से शिकायत की है. मैं महिलाओं की सुरक्षा सुनिश्चित करने के लिए सख्त कार्रवाई और नियमित पुलिस उपस्थिति का अनुरोध करता हूं। यदि व्यक्तियों का पता लगाया जाता है तो मैं पहचान में सहायता करने को तैयार हूं।",ईव टीज़िंग,अंधेरी बस स्टॉप पास होना छेडछाड घटना रिपोर्ट रहना । जब काम लौटना रहना अनजान आदमी ने छेड़ना शुरू देना भद्दा कमेंट लगाना । अनुमति बिना तस्वीर खींचना कोशिश विरोध लेकिन हँसी उड़ाना देना अपना व्यवहार जारी रखना । पहला बार नहीं जब स्थान ऐसा घटना होना । ग्रुप बारे कई अन्य लड़की ने अनौपचारिक रूप शिकायत महिला सुरक्षा सुनिश्चित सख्त कार्रवाई नियमित पुलिस उपस्थिति अनुरोध । यदि व्यक्ति पता लगाना जाना पहचान सहायता तैयार ।
"मेरे कार्यस्थल पर वरिष्ठ के रूप में पहचाने जाने वाला एक व्यक्ति पिछले महीने की 10 तारीख से मेरा पीछा कर रहा है। जब मैं काम से लौट रही थी तो वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग,कार्यस्थल वरिष्ठ रूप पहचानना जाना वाला व्यक्ति पिछला महीना तारीख पीछा रहना । जब काम लौटना रहना कॉलेज गेट पास खड़ा होना देखना दिखे।ना कई बार मना बाद बार बार बात कोशिश । दोस्त ने देखना कि व्यक्ति अलग अलग दिन पीछा रहना । ऐसा लगना कि व्यक्ति दिनचर्या जानना जो बहुत चिंताजनक । डर कि अगर नहीं रोकना जाना खतरनाक रूप लेना सकना । अनुरोध कि व्यक्ति खिलाफ तुरंत सख्त कार्रवाई जाना । कृपया सुरक्षा सुनिश्चित अगला कदम मार्गदर्शन ।
"यह चिंचवड़ इलाके में महत्वपूर्ण दस्तावेजों और मेरे बटुए से जुड़ी एक चोरी की घटना की रिपोर्ट करने के लिए है। यह दो दिन पहले हुआ था, जब मैं थोड़ी देर के लिए घटनास्थल से हट गया था। वापस लौटने पर मुझे पता चला कि मेरा सामान कोई अज्ञात व्यक्ति ले गया है। अनुमानित नुकसान लगभग रु. 20,000, जो मेरे लिए एक महत्वपूर्ण राशि है। आसपास कुछ लोग भी थे, लेकिन किसी को चोरी होने का पता नहीं चला। मैंने आस-पास की दुकानों और निवासियों से जांच की है, लेकिन अभी तक कोई सुराग नहीं मिला है। मेरा अनुरोध है कि जल्द से जल्द मामला दर्ज किया जाए और जांच की जाए।' मैं जांच प्रक्रिया में पूरा सहयोग करने को तैयार हूं।'",चोरी,चिंचवड़ इलाका महत्वपूर्ण दस्तावेज बटुया जुड़ना चोरी घटना रिपोर्ट । दो दिन पहले होना जब थोड़ा देर घटनास्थल हटना जाना । वापस लौटना पता चलना कि सामान कोई अज्ञात व्यक्ति लेना जाना । अनुमानित नुकसान लगभग रु जो महत्वपूर्ण राशि । आसपास कुछ लोग लेकिन कोई चोरी होना पता नहीं चलना । आस पास दुकान निवासी जांच लेकिन अभी कोई सुराग नहीं मिलना । अनुरोध कि जल्द जल्द मामला दर्ज जाना जांच जाना । जांच प्रक्रिया पूरा सहयोग तैयार ।
"स्नैपचैट पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न 18 तारीख को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न,स्नैपचैट कोई बार बार अनुचित संदेश टिप्पणी भेजना रहना । उत्पीडन तारीख शुरू होना हाल ही आवृत्ति वृद्धि होना । व्यक्ति ने सार्वजनिक पोस्ट अश्लील टिप्पणी समझाना कोशिश लेकिन अश्लील संदेश जारी रखना । दोस्त परिवार शर्मनाक झूठा पोस्ट टैग । बेहद परेशान अब शान्ति सोशल मीडिया इस्तेमाल नहीं पाना रहना । अनुरोध कि खाता पता लगाना जाना उचित कार्रवाई जाना । अपना शिकायत समर्थन आवश्यक स्क्रीनशॉट संलग्न रहना ।
"मुझे, मेरे परिवार सहित, नागपुर शहर में रहने वाले मेरे पूर्व पति द्वारा प्रताड़ित किया जा रहा है। पिछले एक महीने से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। मेरी शाम की सैर के दौरान स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।",उत्पीड़न,परिवार सहित नागपुर शहर रहना वाला पूर्व पति प्रताडित जाना रहना । पिछला महीना उत्पीडन जारी । जब देखना भद्दा कमेंट परेशानी पैदा कोशिश । शाम सैर दौरान स्थिति तब खराब होना जाना जब सीधे भिडना जाना । लगातार उत्पीडन कारण काम जाना असुरक्षित महसूस । परिवार सदस्य ने कई मौका व्यवहार देखना । तत्काल हस्तक्षेप अनुरोध ताकि उत्पीडन स्थायी रूप बंद होना जाना । कृपया शिकायत दर्ज आवश्यक कानूनी कार्रवाई ।
"मैं रिपोर्ट करना चाहती हूं कि मेरा जीजा एक अज्ञात फोन नंबर का इस्तेमाल कर मुझे ब्लैकमेल कर रहा है। 2 अगस्त से इस व्यक्ति ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है। वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 12,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल,रिपोर्ट चाहना कि जीजा अज्ञात फोन नंबर इस्तेमाल ब्लैकमेल रहना । अगस्त व्यक्ति ने निजी तस्वीर जानकारी लीक धमकी देना । रुपया मांग रहना सामग्री सार्वजनिक न बदले रु पैसा देना इनकार देना जो बाद धमकी बढ़ना जाना ब्लैकमेल गंभीर मानसिक तनाव सामाजिक शर्मिंदगी डर सताना रहना । सभी चैट वार्तालाप स्क्रीनशॉट साक्ष्य रूप सहेजना । साइबर अपराध विभाग जांच सख्त कार्रवाई अनुरोध । सुनिश्चित पूरा सहयोग तैयार कि व्यक्ति जवाबदेह ठहराना जाना ।
"मैं रिपोर्ट करना चाहती हूं कि मेरा पूर्व-प्रेमी व्हाट्सएप का उपयोग करके मुझे ब्लैकमेल कर रहा है। 22 जून से इस शख्स ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है. वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 12,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल,रिपोर्ट चाहना कि पूर्व प्रेमी व्हाट्सएप उपयोग ब्लैकमेल रहना । जून शख्स ने निजी तस्वीर जानकारी लीक धमकी देना रुपया मांग रहना सामग्री सार्वजनिक न बदले रु पैसा देना इनकार देना जो बाद धमकी बढ़ना जाना ब्लैकमेल गंभीर मानसिक तनाव सामाजिक शर्मिंदगी डर सताना रहना । सभी चैट वार्तालाप स्क्रीनशॉट साक्ष्य रूप सहेजना । साइबर अपराध विभाग जांच सख्त कार्रवाई अनुरोध । सुनिश्चित पूरा सहयोग तैयार कि व्यक्ति जवाबदेह ठहराना जाना ।
"मैं कोथरुड में अपने सहपाठी द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहती हूं। 15 जुलाई से यह शख्स लगभग हर दिन मेरा पीछा कर रहा है. जब मैं काम से लौट रहा था, मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।",स्टॉकिंग,कोथरुड अपना सहपाठी पीछा जाना संबंध शिकायत दर्ज चाहना । जुलाई शख्स लगभग हर दिन पीछा रहना जब काम लौटना रहना देखना कि व्यक्ति फिर घर बाहर इंतजार रहना । पीछे पीछे कार्यस्थल आना गेट पास इंतजार । देखना कि ही वाहन कई बार ऑटो रिक्शा पीछा रहना । निरन्तर अनुसरण ने अपना सुरक्षा अत्यधिक चिंतित भयभीत देना । पुलिस जांच व्यक्ति पीछा रोकना अनुरोध । व्यक्ति पहचान जरूरत पड़ना विवरण प्रदान तैयार ।
"मैं कोथरुड में शोर और उपद्रव के संबंध में एक सामान्य सुरक्षा शिकायत दर्ज करना चाहता हूं। पिछले दो सप्ताह से, पास का एक प्रतिष्ठान अनुमत घंटों से अधिक जोर-शोर से काम कर रहा है। इससे आस-पड़ोस की शांति भंग हो गई है, विशेषकर बुजुर्ग निवासियों और बच्चों के लिए। मालिकों से शोर कम करने के बार-बार अनुरोध को नजरअंदाज कर दिया गया है। सप्ताहांत पर स्थिति और भी गंभीर हो जाती है जब अशांति देर रात तक जारी रहती है। इस मुद्दे को स्थानीय अधिकारियों के सामने उठाने के लिए कई पड़ोसी एकजुट हुए हैं। मैं यह सुनिश्चित करने के लिए आवश्यक कार्रवाई का अनुरोध करता हूं कि शोर के स्तर को नियंत्रण में लाया जाए। कृपया निवासियों की भलाई के लिए इस मामले पर जल्द से जल्द ध्यान दें।",अन्य,कोथरुड शोर उपद्रव संबंध सामान्य सुरक्षा शिकायत दर्ज चाहना । पिछला दो सप्ताह पास प्रतिष्ठान अनुमत घंटा अधिक जोर शोर काम रहना । आस पडोस शान्ति भंग होना जाना विशेषकर बुजुर्ग निवासी बच्चा । मालिक शोर कम बार बार अनुरोध नजरअंदाज देना जाना । सप्ताहांत स्थिति गंभीर होना जाना जब अशान्ति देर रात जारी रहना । मुद्दा स्थानीय अधिकारी सामने उठाना कई पड़ोसी एकजुट होना । सुनिश्चित आवश्यक कार्रवाई अनुरोध कि शोर स्तर नियंत्रण लाना जाना । कृपया निवासी भलाई मामला जल्द जल्द ध्यान देना ।
मैं बानेर में पास के एक दुकानदार द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहता हूं। चूँकि पिछले एक महीने से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। कल शाम को मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा है। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।,स्टॉकिंग,बानेर पास दुकानदार पीछा जाना संबंध शिकायत दर्ज चाहना । चूँकि पिछला महीना व्यक्ति लगभग हर दिन पीछा रहना । कल शाम देखना कि व्यक्ति फिर घर बाहर इंतजार रहना । पीछे पीछे कार्यस्थल आना गेट पास इंतजार । देखना कि ही वाहन कई बार ऑटो रिक्शा पीछा रहना । निरन्तर अनुसरण ने अपना सुरक्षा अत्यधिक चिंतित भयभीत देना । पुलिस जांच व्यक्ति पीछा रोकना अनुरोध । व्यक्ति पहचान जरूरत पड़ना विवरण प्रदान तैयार ।
"मैं कल्याण में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या बिना किसी मरम्मत कार्य के पिछले दो सप्ताह से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा,कल्याण टूटी होना स्ट्रीट लाइट क्षतिग्रस्त फुटपाथ रिपोर्ट चाहना जो सुरक्षा संबंधी समस्या पैदा होना रहना । समस्या बिना कोई मरम्मत कार्य पिछला दो सप्ताह बनना होना । इलाका बुजुर्ग बच्चा सुरक्षित चलना काफी दिक्कत होना । बारिश दौरान इलाका पानी भरना जाना जो गिरना खतरा बढ़ना जाना । यहाँ लोग फिसलना घायल होना कुछ घटना होना चुकना । अन्य निवासी साथ सार्वजनिक बुनियादी ढांचा तत्काल मरम्मत अनुरोध । रोजाना गुजरना वाला राहगीर वाहन लगातार खतरा बनना होना । मामला सुलझाना नगर निगम अधिकारी त्वरित कार्रवाई अनुरोध ।
"मैं कैंप क्षेत्र में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं, जिससे सुरक्षा संबंधी समस्याएं हो रही हैं। यह समस्या बिना किसी मरम्मत कार्य के पिछले महीने की 10 तारीख से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा,कैंप क्षेत्र टूटी होना स्ट्रीट लाइट क्षतिग्रस्त फुटपाथ रिपोर्ट चाहना जो सुरक्षा संबंधी समस्या होना रहना । समस्या बिना कोई मरम्मत कार्य पिछला महीना तारीख बनना होना । इलाका बुजुर्ग बच्चा सुरक्षित चलना काफी दिक्कत होना । बारिश दौरान इलाका पानी भरना जाना जो गिरना खतरा बढ़ना जाना । यहाँ लोग फिसलना घायल होना कुछ घटना होना चुकना । अन्य निवासी साथ सार्वजनिक बुनियादी ढांचा तत्काल मरम्मत अनुरोध । रोजाना गुजरना वाला राहगीर वाहन लगातार खतरा बनना होना । मामला सुलझाना नगर निगम अधिकारी त्वरित कार्रवाई अनुरोध ।
नासिक रोड पर रहने वाले मेरे मकान मालिक द्वारा मुझे और मेरे परिवार को परेशान किया जा रहा है। 22 जून से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। आधी रात के आसपास स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न,नासिक रोड रहना वाला मकान मालिक परिवार परेशान जाना रहना । जून उत्पीडन जारी । जब देखना भद्दा कमेंट परेशानी पैदा कोशिश । आधा रात आसपास स्थिति तब खराब होना जाना जब सीधे भिडना जाना । लगातार उत्पीडन कारण काम जाना असुरक्षित महसूस । परिवार सदस्य ने कई मौका व्यवहार देखना । तत्काल हस्तक्षेप अनुरोध ताकि उत्पीडन स्थायी रूप बंद होना जाना । कृपया शिकायत दर्ज आवश्यक कानूनी कार्रवाई ।
"मुझे एक अजनबी द्वारा ब्लैकमेल किया जा रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल का प्रयास 2 अगस्त को एक अज्ञात फोन नंबर पर संदेशों के माध्यम से शुरू हुआ। वे रुपये मांग रहे हैं. 50,000 न देने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल,अजनबी ब्लैकमेल जाना रहना जो बारे निजी जानकारी उजागर धमकी देना रहना । ब्लैकमेल प्रयास अगस्त अज्ञात फोन नंबर संदेश माध्यम शुरू होना । रुपया मांगना रहना न देना सार्वजनिक रूप बदनाम धमकी देना । अब कोई मांग नहीं मानना । लगातार मिलना रहना धमकी मानसिक दबाव असहनीय होना जाना रहना । मामला जुडना सभी मैसेज कॉल रिकॉर्ड रखना ब्लैकमेल रोकना गोपनीयता रक्षा तत्काल कार्रवाई अनुरोध । कृपया सलाह देना कि व्यक्ति खिलाफ क्या कानूनी कदम उठाना सकना ।
"एक व्यक्ति, जिसकी पहचान मेरे जीजा के रूप में हुई है, पिछले महीने की 10 तारीख से मेरा पीछा कर रहा है। कल शाम को वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग,व्यक्ति जो पहचान जीजा रूप होना पिछला महीना तारीख पीछा रहना । कल शाम कॉलेज गेट पास खड़ा होना देखना दिखे।ना कई बार मना बाद बार बार बात कोशिश । दोस्त ने देखना कि व्यक्ति अलग अलग दिन पीछा रहना । ऐसा लगना कि व्यक्ति दिनचर्या जानना जो बहुत चिंताजनक । डर कि अगर नहीं रोकना जाना खतरनाक रूप लेना सकना । अनुरोध कि व्यक्ति खिलाफ तुरंत सख्त कार्रवाई जाना । कृपया सुरक्षा सुनिश्चित अगला कदम मार्गदर्शन ।
